1_ortho,2_phon,3_lemme,4_cgram,5_genre,6_nombre,9_freqfilms2,10_freqlivres,24_nbsyll
abreuva,abR9va,abreuver,VER,,,0.0,0.27,3
abreuvage,abR9vaZ,abreuvage,NOM,m,s,0.0,0.07,3
abreuvaient,abR9vE,abreuver,VER,,,0.0,0.27,3
abreuvait,abR9vE,abreuver,VER,,,0.03,0.47,3
abreuvant,abR9v@,abreuver,VER,,,0.01,0.34,3
abreuve,abR9v,abreuver,VER,,,0.23,1.08,2
abreuvent,abR9v,abreuver,VER,,,0.04,0.34,2
abreuver,abR9ve,abreuver,VER,,,0.48,2.09,3
abreuvera,abR9v°Ra,abreuver,VER,,,0.11,0.0,4
abreuveraient,abR9v°RE,abreuver,VER,,,0.0,0.07,4
abreuvez,abR9ve,abreuver,VER,,,0.03,0.0,3
abreuvoir,abR9vwaR,abreuvoir,NOM,m,s,0.34,3.24,3
abreuvoirs,abR9vwaR,abreuvoir,NOM,m,p,0.01,0.68,3
abreuvons,abR9v§,abreuver,VER,,,0.01,0.07,3
abreuvé,abR9ve,abreuver,VER,m,s,0.04,0.68,3
abreuvé,abR9ve,abreuvé,ADJ,m,s,0.0,0.14,3
abreuvée,abR9ve,abreuver,VER,f,s,0.1,0.27,3
abreuvés,abR9ve,abreuver,VER,m,p,0.04,0.27,3
abreuvés,abR9ve,abreuvé,ADJ,m,p,0.01,0.0,3
abri,abRi,abri,NOM,m,s,22.7,51.08,2
abri-refuge,abRiR°fyZ,abri-refuge,NOM,m,s,0.0,0.07,4
abribus,abRibys,abribus,NOM,m,,0.04,0.14,3
abricot,abRiko,abricot,ADJ,,,0.08,0.68,3
abricot,abRiko,abricot,NOM,m,s,0.5,1.15,3
abricotez,abRikote,abricoter,VER,,,0.01,0.0,4
abricotier,abRikotje,abricotier,NOM,m,s,0.02,0.14,4
abricotiers,abRikotje,abricotier,NOM,m,p,0.0,0.27,4
abricotine,abRikotin,abricotine,NOM,f,s,0.0,0.07,4
abricots,abRiko,abricot,NOM,m,p,0.74,1.35,3
abris,abRi,abri,NOM,m,p,3.2,5.68,2
abrita,abRita,abriter,VER,,,0.02,0.68,3
abritai,abRitE,abriter,VER,,,0.0,0.07,3
abritaient,abRitE,abriter,VER,,,0.14,1.49,3
abritais,abRitE,abriter,VER,,,0.01,0.14,3
abritait,abRitE,abriter,VER,,,0.23,4.53,3
abritant,abRit@,abritant,ADJ,m,s,0.01,0.0,3
abritant,abRit@,abriter,VER,,,0.25,1.82,3
abrite,abRit,abriter,VER,,,2.09,2.7,2
abritent,abRit,abriter,VER,,,0.33,1.15,2
abriter,abRite,abriter,VER,,,2.37,6.96,3
abritera,abRit°Ra,abriter,VER,,,0.1,0.07,4
abriterait,abRit°RE,abriter,VER,,,0.04,0.2,4
abriterons,abRit°R§,abriter,VER,,,0.03,0.0,4
abriteront,abRit°R§,abriter,VER,,,0.01,0.07,4
abrites,abRit,abriter,VER,,,0.14,0.07,2
abritez,abRite,abriter,VER,,,1.08,0.2,3
abritiez,abRitje,abriter,VER,,,0.01,0.0,3
abritions,abRitj§,abriter,VER,,,0.01,0.14,3
abritons,abRit§,abriter,VER,,,0.4,0.0,3
abritâmes,abRitam,abriter,VER,,,0.01,0.0,3
abritèrent,abRitER,abriter,VER,,,0.0,0.07,3
abrité,abRite,abriter,VER,m,s,0.35,3.11,3
abrité,abRite,abrité,ADJ,m,s,0.13,0.68,3
abritée,abRite,abriter,VER,f,s,0.04,1.15,3
abritée,abRite,abrité,ADJ,f,s,0.02,0.34,3
abritées,abRite,abriter,VER,f,p,0.24,0.54,3
abrités,abRite,abriter,VER,m,p,0.02,1.08,3
abrités,abRite,abrité,ADJ,m,p,0.03,0.07,3
abrogation,abRogasj§,abrogation,NOM,f,s,0.16,0.14,4
abrogent,abROZ,abroger,VER,,,0.23,0.0,2
abroger,abRoZe,abroger,VER,,,0.09,0.07,3
abrogé,abRoZe,abroger,VER,m,s,0.11,0.0,3
abrogé,abRoZe,abrogé,ADJ,m,s,0.01,0.0,3
abrogée,abRoZe,abroger,VER,f,s,0.28,0.0,3
abrogées,abRoZe,abroger,VER,f,p,0.0,0.14,3
abrogés,abRoZe,abroger,VER,m,p,0.01,0.14,3
abrupt,abRypt,abrupt,ADJ,m,s,0.54,2.23,2
abrupt,abRypt,abrupt,NOM,m,s,0.0,0.34,2
abrupte,abRypt,abrupt,ADJ,f,s,0.43,2.84,2
abruptement,abRypt°m@,abruptement,ADV,,,0.07,2.03,4
abruptes,abRypt,abrupt,ADJ,f,p,0.24,1.55,2
abrupts,abRypt,abrupt,ADJ,m,p,0.14,0.81,2
abrupts,abRypt,abrupt,NOM,m,p,0.0,0.14,2
abruti,abRyti,abruti,ADJ,m,s,5.24,3.04,3
abruti,abRyti,abruti,NOM,m,s,19.13,4.39,3
abruti,abRyti,abrutir,VER,m,s,1.75,1.76,3
abrutie,abRyti,abruti,ADJ,f,s,0.27,0.68,3
abrutie,abRyti,abruti,NOM,f,s,0.38,0.47,3
abrutie,abRyti,abrutir,VER,f,s,0.06,0.34,3
abruties,abRyti,abruti,ADJ,f,p,0.03,0.07,3
abruties,abRyti,abruti,NOM,f,p,0.03,0.0,3
abruties,abRyti,abrutir,VER,f,p,0.02,0.07,3
abrutir,abRytiR,abrutir,VER,,,0.11,0.95,3
abrutira,abRytiRa,abrutir,VER,,,0.0,0.07,4
abrutis,abRyti,abruti,ADJ,m,p,0.6,0.88,3
abrutis,abRyti,abruti,NOM,m,p,6.1,1.82,3
abrutis,abRyti,abrutir,VER,m,p,0.13,1.55,3
abrutissaient,abRytisE,abrutir,VER,,,0.0,0.2,4
abrutissais,abRytisE,abrutir,VER,,,0.0,0.07,4
abrutissait,abRytisE,abrutir,VER,,,0.14,0.27,4
abrutissant,abRytis@,abrutir,VER,,,0.0,0.27,4
abrutissant,abRytis@,abrutissant,ADJ,m,s,0.14,0.14,4
abrutissante,abRytis@t,abrutissant,ADJ,f,s,0.0,0.27,4
abrutissantes,abRytis@t,abrutissant,ADJ,f,p,0.02,0.0,4
abrutissants,abRytis@,abrutissant,ADJ,m,p,0.03,0.0,4
abrutissement,abRytis°m@,abrutissement,NOM,m,s,0.13,1.42,5
abrutissent,abRytis,abrutir,VER,,,0.16,0.0,3
abrutisseur,abRytis9R,abrutisseur,NOM,m,s,0.0,0.07,4
abrutissions,abRytisj§,abrutir,VER,,,0.0,0.07,4
abrutit,abRyti,abrutir,VER,,,0.19,0.41,3
abrège,abREZ,abréger,VER,,,1.25,1.28,2
abrègent,abREZ,abréger,VER,,,0.22,0.34,2
abrégea,abReZa,abréger,VER,,,0.02,0.14,3
abrégeai,abReZE,abréger,VER,,,0.0,0.07,3
abrégeaient,abReZE,abréger,VER,,,0.0,0.07,3
abrégeait,abReZE,abréger,VER,,,0.0,0.2,3
abrégeant,abReZ@,abréger,VER,,,0.0,0.07,3
abrégeons,abReZ§,abréger,VER,,,0.12,0.07,3
abréger,abReZe,abréger,VER,,,1.61,1.82,3
abrégera,abReZ°Ra,abréger,VER,,,0.01,0.0,4
abrégerai,abReZ°RE,abréger,VER,,,0.01,0.0,4
abrégerait,abReZ°RE,abréger,VER,,,0.0,0.07,4
abrégez,abReZe,abréger,VER,,,0.73,0.07,3
abrégeât,abReZa,abréger,VER,,,0.0,0.07,3
abrégé,abReZe,abréger,VER,m,s,0.19,0.41,3
abrégé,abReZe,abrégé,ADJ,m,s,0.06,0.14,3
abrégé,abReZe,abrégé,NOM,m,s,0.11,0.47,3
abrégée,abReZe,abréger,VER,f,s,0.05,0.2,3
abrégée,abReZe,abrégé,ADJ,f,s,0.13,0.2,3
abrégés,abReZe,abrégé,ADJ,m,p,0.01,0.07,3
abrégés,abReZe,abrégé,NOM,m,p,0.01,0.07,3
abréviatif,abRevjatif,abréviatif,ADJ,m,s,0.0,0.07,4
abréviation,abRevjasj§,abréviation,NOM,f,s,0.37,0.41,4
abréviations,abRevjasj§,abréviation,NOM,f,p,0.09,0.54,4
abscisse,apsis,abscisse,NOM,f,s,0.02,0.0,2
abscission,apsisj§,abscission,NOM,f,s,0.0,0.07,3
abscons,apsk§,abscons,ADJ,m,,0.12,0.54,2
absconse,apsk§s,abscons,ADJ,f,s,0.0,0.07,2
absconses,apsk§s,abscons,ADJ,f,p,0.0,0.07,2
absence,aps@s,absence,NOM,f,s,22.02,72.5,2
absences,aps@s,absence,NOM,f,p,0.84,3.78,2
absent,aps@,absent,ADJ,m,s,9.46,18.18,2
absent,aps@,absent,NOM,m,s,0.82,2.16,2
absenta,aps@ta,absenter,VER,,,0.0,0.34,3
absentai,aps@tE,absenter,VER,,,0.0,0.07,3
absentaient,aps@tE,absenter,VER,,,0.0,0.14,3
absentais,aps@tE,absenter,VER,,,0.04,0.14,3
absentait,aps@tE,absenter,VER,,,0.16,1.15,3
absentant,aps@t@,absenter,VER,,,0.0,0.07,3
absente,aps@t,absent,ADJ,f,s,3.49,6.22,2
absente,aps@t,absent,NOM,f,s,0.47,1.49,2
absente,aps@t,absenter,VER,,,1.46,1.69,2
absenter,aps@te,absenter,VER,,,2.9,1.49,3
absentera,aps@t°Ra,absenter,VER,,,0.03,0.14,4
absenterai,aps@t°RE,absenter,VER,,,0.03,0.07,4
absenterait,aps@t°RE,absenter,VER,,,0.0,0.07,4
absentes,aps@t,absent,ADJ,f,p,0.06,0.61,2
absentes,aps@t,absent,NOM,f,p,0.01,0.2,2
absentes,aps@t,absenter,VER,,,0.07,0.0,2
absents,aps@,absent,ADJ,m,p,1.91,4.8,2
absents,aps@,absent,NOM,m,p,0.66,1.96,2
absentèrent,aps@tER,absenter,VER,,,0.0,0.07,3
absenté,aps@te,absenter,VER,m,s,0.89,0.34,3
absentée,aps@te,absenter,VER,f,s,0.42,0.2,3
absentéisme,aps@teizm,absentéisme,NOM,m,s,0.14,0.2,4
absentéiste,aps@teist,absentéiste,ADJ,m,s,0.01,0.0,4
absentéiste,aps@teist,absentéiste,NOM,,s,0.01,0.0,4
absentés,aps@te,absenter,VER,m,p,0.15,0.07,3
abside,apsid,abside,NOM,f,s,0.0,1.55,2
absides,apsid,abside,NOM,f,p,0.0,0.07,2
absidiales,apsidjal,absidial,ADJ,f,p,0.0,0.14,3
absidiole,apsidjOl,absidiole,NOM,f,s,0.0,0.07,3
absinthant,aps5t@,absinther,VER,,,0.0,0.07,3
absinthe,aps5t,absinthe,NOM,f,s,1.28,2.91,2
absolu,apsoly,absolu,ADJ,m,s,8.55,16.42,3
absolu,apsoly,absolu,NOM,m,s,0.74,7.03,3
absolue,apsoly,absolu,ADJ,f,s,8.44,16.15,3
absolues,apsoly,absolu,ADJ,f,p,0.2,1.01,3
absolument,apsolym@,absolument,ADV,,,89.79,63.45,4
absolus,apsoly,absolu,ADJ,m,p,0.06,0.81,3
absolus,apsoly,absolu,NOM,m,p,0.04,0.2,3
absolution,apsolysj§,absolution,NOM,f,s,1.06,2.5,4
absolutisme,apsolytizm,absolutisme,NOM,m,s,0.12,0.68,4
absolvaient,apsOlvE,absoudre,VER,,,0.0,0.07,3
absolvait,apsOlvE,absoudre,VER,,,0.0,0.27,3
absolvant,apsOlv@,absolvant,ADJ,m,s,0.0,0.14,3
absolve,apsOlv,absoudre,VER,,,0.16,0.0,2
absolvent,apsOlv,absoudre,VER,,,0.0,0.2,2
absolves,apsOlv,absoudre,VER,,,0.01,0.0,2
absorba,apsORba,absorber,VER,,,0.11,2.03,3
absorbables,apsORbabl,absorbable,ADJ,m,p,0.0,0.07,3
absorbai,apsORbE,absorber,VER,,,0.0,0.07,3
absorbaient,apsORbE,absorber,VER,,,0.04,0.68,3
absorbais,apsORbE,absorber,VER,,,0.0,0.27,3
absorbait,apsORbE,absorber,VER,,,0.2,3.11,3
absorbant,apsORb@,absorbant,ADJ,m,s,0.08,0.81,3
absorbant,apsORb@,absorbant,NOM,m,s,0.01,0.14,3
absorbant,apsORb@,absorber,VER,,,0.06,0.95,3
absorbante,apsORb@t,absorbant,ADJ,f,s,0.04,0.27,3
absorbantes,apsORb@t,absorbant,ADJ,f,p,0.01,0.2,3
absorbants,apsORb@,absorbant,ADJ,m,p,0.01,0.07,3
absorbe,apsORb,absorber,VER,,,1.61,3.38,2
absorbent,apsORb,absorber,VER,,,0.33,0.61,2
absorber,apsORbe,absorber,VER,,,1.86,4.53,3
absorbera,apsORb°Ra,absorber,VER,,,0.23,0.07,4
absorberai,apsORb°RE,absorber,VER,,,0.02,0.0,4
absorberaient,apsORb°RE,absorber,VER,,,0.11,0.07,4
absorberait,apsORb°RE,absorber,VER,,,0.04,0.14,4
absorbeur,apsORb9R,absorbeur,NOM,m,s,0.03,0.0,3
absorbez,apsORbe,absorber,VER,,,0.06,0.0,3
absorbions,apsORbj§,absorber,VER,,,0.0,0.07,3
absorbons,apsORb§,absorber,VER,,,0.0,0.07,3
absorbèrent,apsORbER,absorber,VER,,,0.01,0.41,3
absorbé,apsORbe,absorber,VER,m,s,1.35,7.84,3
absorbé,apsORbe,absorbé,ADJ,m,s,0.18,2.3,3
absorbée,apsORbe,absorber,VER,f,s,0.4,2.3,3
absorbée,apsORbe,absorbé,ADJ,f,s,0.06,0.61,3
absorbées,apsORbe,absorber,VER,f,p,0.07,0.41,3
absorbées,apsORbe,absorbé,ADJ,f,p,0.03,0.34,3
absorbés,apsORbe,absorber,VER,m,p,0.16,1.69,3
absorbés,apsORbe,absorbé,ADJ,m,p,0.02,0.47,3
absorption,apsORpsj§,absorption,NOM,f,s,0.58,1.89,3
absorptions,apsORpsj§,absorption,NOM,f,p,0.0,0.14,3
absoudrai,apsudRE,absoudre,VER,,,0.01,0.0,3
absoudrait,apsudRE,absoudre,VER,,,0.14,0.14,3
absoudre,apsudR,absoudre,VER,,,1.08,1.55,2
absoudriez,apsudRije,absoudre,VER,,,0.01,0.07,4
absous,apsu,absoudre,VER,m,,1.15,1.08,2
absous,apsu,absous,ADJ,m,s,0.02,0.68,2
absout,apsu,absoudre,VER,,,0.11,0.2,2
absoute,apsut,absoudre,VER,f,s,0.0,0.07,2
absoute,apsut,absoute,ADJ,f,s,0.0,0.07,2
absoute,apsut,absoute,NOM,f,s,0.0,0.14,2
absoutes,apsut,absoudre,VER,f,p,0.0,0.07,2
abstenaient,apst°nE,abstenir,VER,,,0.0,0.07,3
abstenais,apst°nE,abstenir,VER,,,0.01,0.34,3
abstenait,apst°nE,abstenir,VER,,,0.0,0.81,3
abstenant,apst°n@,abstenir,VER,,,0.12,0.41,3
abstenez,apst°ne,abstenir,VER,,,0.57,0.07,3
absteniez,apst°nje,abstenir,VER,,,0.01,0.0,3
abstenions,apst°nj§,abstenir,VER,,,0.0,0.07,3
abstenir,apst°niR,abstenir,VER,,,1.8,2.77,3
abstenons,apst°n§,abstenir,VER,,,0.02,0.2,3
abstention,apst@sj§,abstention,NOM,f,s,0.14,1.28,3
abstentionniste,apst@sjonist,abstentionniste,NOM,,s,0.01,0.0,4
abstentionnistes,apst@sjonist,abstentionniste,NOM,,p,0.0,0.14,4
abstenu,apst°ny,abstenir,VER,m,s,0.17,0.81,3
abstenue,apst°ny,abstenir,VER,f,s,0.05,0.47,3
abstenue,apst°ny,abstenu,ADJ,f,s,0.01,0.0,3
abstenues,apst°ny,abstenir,VER,f,p,0.14,0.0,3
abstenus,apst°ny,abstenir,VER,m,p,0.0,0.14,3
abstiendrai,apstj5dRE,abstenir,VER,,,0.04,0.0,3
abstiendraient,apstj5dRE,abstenir,VER,,,0.0,0.07,3
abstiendrais,apstj5dRE,abstenir,VER,,,0.03,0.0,3
abstiendrait,apstj5dRE,abstenir,VER,,,0.02,0.07,3
abstiendras,apstj5dRa,abstenir,VER,,,0.01,0.07,3
abstiendrions,apstj5dRj§,abstenir,VER,,,0.0,0.14,3
abstiendrons,apstj5dR§,abstenir,VER,,,0.12,0.0,3
abstiendront,apstj5dR§,abstenir,VER,,,0.12,0.0,3
abstienne,apstjEn,abstenir,VER,,,0.02,0.07,2
abstiennent,apstjEn,abstenir,VER,,,0.02,0.2,2
abstiennes,apstjEn,abstenir,VER,,,0.02,0.0,2
abstiens,apstj5,abstenir,VER,,,0.84,0.14,2
abstient,apstj5,abstenir,VER,,,0.17,0.34,2
abstinence,apstin@s,abstinence,NOM,f,s,1.6,1.42,3
abstinences,apstin@s,abstinence,NOM,f,p,0.02,0.2,3
abstinent,apstin@,abstinent,ADJ,m,s,0.1,0.0,3
abstinente,apstin@t,abstinent,ADJ,f,s,0.01,0.0,3
abstinrent,apst5R,abstenir,VER,,,0.01,0.07,2
abstins,apst5,abstenir,VER,,,0.0,0.41,2
abstint,apst5,abstenir,VER,,,0.2,0.81,2
abstraction,apstRaksj§,abstraction,NOM,f,s,0.66,2.09,3
abstractions,apstRaksj§,abstraction,NOM,f,p,0.03,0.88,3
abstraire,apstRER,abstraire,VER,,,0.02,0.74,2
abstrais,apstRE,abstraire,VER,,,0.0,0.07,2
abstrait,apstRE,abstraire,VER,m,s,0.1,1.42,2
abstrait,apstRE,abstrait,ADJ,m,s,0.61,3.85,2
abstrait,apstRE,abstrait,NOM,m,s,0.49,0.95,2
abstraite,apstREt,abstraire,VER,f,s,0.01,0.2,2
abstraite,apstREt,abstrait,ADJ,f,s,0.69,4.8,2
abstraitement,apstREt°m@,abstraitement,ADV,,,0.0,0.34,4
abstraites,apstREt,abstraire,VER,f,p,0.11,0.2,2
abstraites,apstREt,abstrait,ADJ,f,p,0.07,1.55,2
abstraits,apstRE,abstraire,VER,m,p,0.03,0.54,2
abstraits,apstRE,abstrait,ADJ,m,p,0.25,1.15,2
abstraits,apstRE,abstrait,NOM,m,p,0.0,0.41,2
abstrus,apstRy,abstrus,ADJ,m,p,0.0,0.34,2
abstruse,apstRyz,abstrus,ADJ,f,s,0.0,0.14,2
abstruses,apstRyz,abstrus,ADJ,f,p,0.0,0.14,2
abstînt,apst5,abstenir,VER,,,0.0,0.27,2
absurde,apsyRd,absurde,ADJ,,s,21.56,24.8,2
absurde,apsyRd,absurde,NOM,m,s,2.67,4.73,2
absurdement,apsyRd°m@,absurdement,ADV,,,0.14,3.72,4
absurdes,apsyRd,absurde,ADJ,,p,2.03,6.15,2
absurdes,apsyRd,absurde,NOM,m,p,0.02,0.2,2
absurdistes,apsyRdist,absurdiste,NOM,,p,0.0,0.07,3
absurdité,apsyRdite,absurdité,NOM,f,s,1.44,5.54,4
absurdités,apsyRdite,absurdité,NOM,f,p,0.9,0.74,4
abus,aby,abus,NOM,m,,4.75,8.58,2
abusa,abyza,abuser,VER,,,0.02,0.2,3
abusai,abyzE,abuser,VER,,,0.0,0.07,3
abusaient,abyzE,abuser,VER,,,0.04,0.27,3
abusais,abyzE,abuser,VER,,,0.03,0.27,3
abusait,abyzE,abuser,VER,,,0.53,1.82,3
abusant,abyz@,abuser,VER,,,0.24,0.81,3
abuse,abyz,abuser,VER,,,4.08,1.62,2
abusent,abyz,abuser,VER,,,1.02,0.88,2
abuser,abyze,abuser,VER,,,5.87,4.12,3
abusera,abyz°Ra,abuser,VER,,,0.04,0.0,4
abuserai,abyz°RE,abuser,VER,,,0.03,0.07,4
abuserais,abyz°RE,abuser,VER,,,0.09,0.14,4
abuserait,abyz°RE,abuser,VER,,,0.02,0.07,4
abuserez,abyz°Re,abuser,VER,,,0.01,0.07,4
abuseriez,abyz°Rje,abuser,VER,,,0.02,0.0,4
abuses,abyz,abuser,VER,,,0.5,0.07,2
abuseur,abyz9R,abuseur,NOM,m,s,0.04,0.0,3
abusez,abyze,abuser,VER,,,1.93,0.34,3
abusiez,abyzje,abuser,VER,,,0.02,0.0,3
abusif,abyzif,abusif,ADJ,m,s,0.37,0.61,3
abusifs,abyzif,abusif,ADJ,m,p,0.05,0.14,3
abusive,abyziv,abusif,ADJ,f,s,0.39,0.74,3
abusivement,abyziv°m@,abusivement,ADV,,,0.16,1.15,5
abusives,abyziv,abusif,ADJ,f,p,0.03,0.34,3
abusons,abyz§,abuser,VER,,,0.37,0.0,3
abusèrent,abyzER,abuser,VER,,,0.0,0.07,3
abusé,abyze,abuser,VER,m,s,4.59,2.7,3
abusé,abyze,abusé,ADJ,m,s,0.1,0.41,3
abusée,abyze,abuser,VER,f,s,0.29,0.27,3
abusée,abyze,abusé,ADJ,f,s,0.03,0.2,3
abusées,abyze,abuser,VER,f,p,0.03,0.07,3
abusées,abyze,abusé,ADJ,f,p,0.03,0.0,3
abusés,abyze,abuser,VER,m,p,0.22,0.34,3
abusés,abyze,abusé,ADJ,m,p,0.04,0.14,3
abyme,abim,abyme,NOM,m,s,0.04,0.07,2
abyssal,abisal,abyssal,ADJ,m,s,0.03,0.34,3
abyssale,abisal,abyssal,ADJ,f,s,0.05,0.2,3
abyssales,abisal,abyssal,ADJ,f,p,0.02,0.2,3
abysse,abis,abysse,NOM,m,s,0.53,0.07,2
abysses,abis,abysse,NOM,m,p,0.54,0.34,2
abyssin,abis5,abyssin,ADJ,m,s,0.0,0.14,3
abyssin,abis5,abyssin,NOM,m,s,0.14,0.14,3
abyssinien,abisinj5,abyssinien,ADJ,m,s,0.1,0.0,4
abyssinienne,abisinjEn,abyssinien,NOM,f,s,0.01,0.0,4
abyssins,abis5,abyssin,ADJ,m,p,0.0,0.07,3
abâtardi,abataRdi,abâtardir,VER,m,s,0.0,0.2,4
abâtardie,abataRdi,abâtardi,ADJ,f,s,0.01,0.07,4
abâtardies,abataRdi,abâtardir,VER,f,p,0.0,0.07,4
abâtardir,abataRdiR,abâtardir,VER,,,0.0,0.07,4
abâtardirai,abataRdiRE,abâtardir,VER,,,0.0,0.07,5
abâtardissant,abataRdis@,abâtardir,VER,,,0.14,0.0,5
abécédaire,abesedER,abécédaire,NOM,m,s,0.18,0.07,4
abêti,abeti,abêti,ADJ,m,s,0.0,0.14,3
abêti,abeti,abêtir,VER,m,s,0.0,0.47,3
abêties,abeti,abêti,ADJ,f,p,0.0,0.07,3
abêtir,abetiR,abêtir,VER,,,0.01,0.54,3
abêtis,abeti,abêti,ADJ,m,p,0.0,0.07,3
abêtis,abeti,abêtir,VER,,,0.0,0.07,3
abêtissait,abetisE,abêtir,VER,,,0.0,0.14,4
abêtissement,abetis°m@,abêtissement,NOM,m,s,0.0,0.54,5
abêtit,abeti,abêtir,VER,,,0.0,0.07,3
abîma,abima,abîmer,VER,,,0.1,0.74,3
abîmai,abimE,abîmer,VER,,,0.0,0.14,3
abîmaient,abimE,abîmer,VER,,,0.1,0.2,3
abîmait,abimE,abîmer,VER,,,0.01,1.22,3
abîmant,abim@,abîmer,VER,,,0.01,0.54,3
abîme,abim,abîme,NOM,m,s,5.03,14.59,2
abîme,abim,abîmer,VER,,,2.21,2.16,2
abîment,abim,abîmer,VER,,,0.31,0.88,2
abîmer,abime,abîmer,VER,,,5.4,5.95,3
abîmera,abim°Ra,abîmer,VER,,,0.04,0.14,4
abîmerai,abim°RE,abîmer,VER,,,0.01,0.0,4
abîmerais,abim°RE,abîmer,VER,,,0.02,0.07,4
abîmerait,abim°RE,abîmer,VER,,,0.08,0.2,4
abîmeras,abim°Ra,abîmer,VER,,,0.0,0.14,4
abîmerez,abim°Re,abîmer,VER,,,0.01,0.0,4
abîmeront,abim°R§,abîmer,VER,,,0.02,0.14,4
abîmes,abim,abîme,NOM,m,p,0.98,6.01,2
abîmes,abim,abîmer,VER,,,0.72,0.2,2
abîmez,abime,abîmer,VER,,,0.3,0.2,3
abîmions,abimj§,abîmer,VER,,,0.0,0.14,3
abîmons,abim§,abîmer,VER,,,0.0,0.07,3
abîmé,abime,abîmer,VER,m,s,3.57,4.73,3
abîmée,abime,abîmer,VER,f,s,1.73,1.76,3
abîmées,abime,abîmer,VER,f,p,0.56,0.74,3
abîmés,abime,abîmer,VER,m,p,0.61,1.35,3
acabit,akabi,acabit,NOM,m,s,0.17,1.55,3
acabits,akabi,acabit,NOM,m,p,0.0,0.07,3
acacia,akasja,acacia,NOM,m,s,0.05,3.24,3
acacias,akasja,acacia,NOM,m,p,0.21,3.11,3
acadien,akadj5,acadien,ADJ,m,s,0.01,0.0,3
acadien,akadj5,acadien,NOM,m,s,0.14,0.0,3
acadienne,akadjEn,acadienne,NOM,f,s,0.03,0.0,3
acadiens,akadj5,acadien,NOM,m,p,0.01,0.07,3
académicien,akademisj5,académicien,NOM,m,s,0.14,0.74,5
académiciens,akademisj5,académicien,NOM,m,p,0.21,0.81,5
académie,akademi,académie,NOM,f,s,9.91,8.31,4
académies,akademi,académie,NOM,f,p,0.12,1.15,4
académique,akademik,académique,ADJ,,s,0.87,0.61,4
académiquement,akademik°m@,académiquement,ADV,,,0.01,0.14,6
académiques,akademik,académique,ADJ,,p,0.54,0.54,4
académisme,akademizm,académisme,NOM,m,s,0.0,0.27,4
académisé,akademize,académiser,VER,m,s,0.0,0.07,5
acagnardai,akaNaRdE,acagnarder,VER,,,0.0,0.07,4
acagnardait,akaNaRdE,acagnarder,VER,,,0.0,0.14,4
acagnarder,akaNaRde,acagnarder,VER,,,0.0,0.14,4
acagnardé,akaNaRde,acagnarder,VER,m,s,0.0,0.34,4
acagnardée,akaNaRde,acagnarder,VER,f,s,0.0,0.07,4
acajou,akaZu,acajou,ADJ,,,0.17,1.62,3
acajou,akaZu,acajou,NOM,m,s,0.52,5.81,3
acajous,akaZu,acajou,NOM,m,p,0.0,0.14,3
acanthe,ak@t,acanthe,NOM,f,s,0.04,0.27,2
acanthes,ak@t,acanthe,NOM,f,p,0.0,0.34,2
acariens,akaRj5,acarien,NOM,m,p,0.07,0.07,3
acariâtre,akaRjatR,acariâtre,ADJ,,s,0.13,1.22,3
acariâtres,akaRjatR,acariâtre,ADJ,f,p,0.01,0.34,3
accabla,akabla,accabler,VER,,,0.14,0.95,3
accablai,akablE,accabler,VER,,,0.0,0.07,3
accablaient,akablE,accabler,VER,,,0.03,1.42,3
accablais,akablE,accabler,VER,,,0.0,0.27,3
accablait,akablE,accabler,VER,,,0.22,3.11,3
accablant,akabl@,accablant,ADJ,m,s,0.37,1.42,3
accablant,akabl@,accabler,VER,,,0.05,0.74,3
accablante,akabl@t,accablant,ADJ,f,s,0.71,2.43,3
accablantes,akabl@t,accablant,ADJ,f,p,0.29,0.81,3
accablants,akabl@,accablant,ADJ,m,p,0.04,0.74,3
accable,akabl,accabler,VER,,,2.01,1.96,2
accablement,akabl°m@,accablement,NOM,m,s,0.21,3.58,4
accablements,akabl°m@,accablement,NOM,m,p,0.01,0.14,4
accablent,akabl,accabler,VER,,,0.28,0.74,2
accabler,akable,accabler,VER,,,0.65,3.58,3
accableraient,akabl°RE,accabler,VER,,,0.0,0.14,4
accablez,akable,accabler,VER,,,0.17,0.14,3
accablions,akablij§,accabler,VER,,,0.0,0.07,4
accablât,akabla,accabler,VER,,,0.0,0.07,3
accablèrent,akablER,accabler,VER,,,0.0,0.2,3
accablé,akable,accabler,VER,m,s,0.92,4.05,3
accablé,akable,accablé,ADJ,m,s,0.39,3.58,3
accablée,akable,accabler,VER,f,s,0.6,2.23,3
accablée,akable,accablé,ADJ,f,s,0.03,1.08,3
accablées,akable,accabler,VER,f,p,0.02,0.34,3
accablées,akable,accablé,ADJ,f,p,0.0,0.14,3
accablés,akable,accabler,VER,m,p,0.47,1.22,3
accablés,akable,accablé,ADJ,m,p,0.11,0.68,3
accalmie,akalmi,accalmie,NOM,f,s,0.46,2.97,3
accalmies,akalmi,accalmie,NOM,f,p,0.04,0.74,3
accalmit,akalmi,accalmir,VER,,,0.0,0.07,3
accapara,akapaRa,accaparer,VER,,,0.01,0.07,4
accaparaient,akapaRE,accaparer,VER,,,0.0,0.34,4
accaparait,akapaRE,accaparer,VER,,,0.01,0.74,4
accaparant,akapaR@,accaparant,ADJ,m,s,0.02,0.0,4
accaparant,akapaR@,accaparer,VER,,,0.03,0.2,4
